Sr No,BUILDING,ELEMENT TYPE,Element ID,TYPE,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,Terrace,Per Building TOTAL 
1,B15,NLW,FNLW - 101,3A,7,,,,,,,,,,,,,,,,,,,,,,,,7
2,B15,NLW,FNLW - 101,4A,6,,,,,,,,,,,,,,,,,,,,,,,,6
3,B15,NLW,FNLW - 101,5A,5,,,,,,,,,,,,,,,,,,,,,,,,5
4,B15,NLW,NLW - 101,3A,,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,150
5,B15,NLW,NLW - 101,4A,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,132
6,B15,NLW,NLW - 101,5A,,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,,106
7,B15,NLW,FNLW - 102,3A,7,,,,,,,,,,,,,,,,,,,,,,,,7
8,B15,NLW,FNLW - 102,4A,6,,,,,,,,,,,,,,,,,,,,,,,,6
9,B15,NLW,FNLW - 102,5A,5,,,,,,,,,,,,,,,,,,,,,,,,5
10,B15,NLW,NLW - 102,3A,,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,150
11,B15,NLW,NLW - 102,4A,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,132
12,B15,NLW,NLW - 102,5A,,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,,106
13,B15,NLW,FNLW - 103,3A,7,,,,,,,,,,,,,,,,,,,,,,,,7
14,B15,NLW,FNLW - 103,4A,6,,,,,,,,,,,,,,,,,,,,,,,,6
15,B15,NLW,FNLW - 103,5A,5,,,,,,,,,,,,,,,,,,,,,,,,5
16,B15,NLW,NLW - 103,3A,,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,150
17,B15,NLW,NLW - 103,4A,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,132
18,B15,NLW,NLW - 103,5A,,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,,106
19,B15,NLW,FNLW - 104,3A,7,,,,,,,,,,,,,,,,,,,,,,,,7
20,B15,NLW,FNLW - 104,4A,6,,,,,,,,,,,,,,,,,,,,,,,,6
21,B15,NLW,FNLW - 104,5A,5,,,,,,,,,,,,,,,,,,,,,,,,5
22,B15,NLW,NLW - 104,3A,,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,150
23,B15,NLW,NLW - 104,4A,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,132
24,B15,NLW,NLW - 104,5A,,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,,106
25,B15,NLW,FNLW - 105,3A,7,,,,,,,,,,,,,,,,,,,,,,,,7
26,B15,NLW,FNLW - 105,4A,6,,,,,,,,,,,,,,,,,,,,,,,,6
27,B15,NLW,FNLW - 105,5A,5,,,,,,,,,,,,,,,,,,,,,,,,5
28,B15,NLW,NLW - 105,3A,,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,150
29,B15,NLW,NLW - 105,4A,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,132
30,B15,NLW,NLW - 105,5A,,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,,106
31,B15,NLW,FNLW - 106,3A,7,,,,,,,,,,,,,,,,,,,,,,,,7
32,B15,NLW,FNLW - 106,4A,6,,,,,,,,,,,,,,,,,,,,,,,,6
33,B15,NLW,FNLW - 106,5A,5,,,,,,,,,,,,,,,,,,,,,,,,5
34,B15,NLW,NLW - 106,3A,,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,150
35,B15,NLW,NLW - 106,4A,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,132
36,B15,NLW,NLW - 106,5A,,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,,106
37,B15,NLW,NLW - 108,5A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,23
38,B15,NLW,NLW - 108A,5A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,23
39,B15,NLW,NLW - 109,5A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,23
40,B15,NLW,NLW - 109A,5A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,23
41,B15,NLW,NLW - 110,3A,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,157
42,B15,NLW,NLW - 110,4A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,138
43,B15,NLW,NLW - 110,5A,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,,65
44,B15,NLW,NLW - 111,3A,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,157
45,B15,NLW,NLW - 111,4A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,138
46,B15,NLW,NLW - 111,5A,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,,65
47,B15,NLW,NLW - 112,3A,6,6,6,6,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,,130
48,B15,NLW,NLW - 112,4A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,115
49,B15,NLW,NLW - 112,5A,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,,84
50,B15,NLW,RNLW - 112,3A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
51,B15,NLW,RNLW - 112,5A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
52,B15,NLW,RNLW - 112A,3A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
53,B15,NLW,RNLW - 112A,5A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
54,B15,NLW,NLW - 113,3A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,92
55,B15,NLW,NLW - 113,4A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,115
56,B15,NLW,NLW - 113,5A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,46
57,B15,NLW,NLW - 114,3A,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,220
58,B15,NLW,NLW - 114,4A,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,220
59,B15,NLW,NLW - 114,5A,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,132
60,B15,NLW,NLW - 117,3A,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,157
61,B15,NLW,NLW - 117,4A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,138
62,B15,NLW,NLW - 117,5A,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,,111
63,B15,NLW,NLW - 117A,3A,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,,157
64,B15,NLW,NLW - 117A,4A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,138
65,B15,NLW,NLW - 117A,5A,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,,111
66,B15,NLW,RNLW - 119,3A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
67,B15,NLW,RNLW - 119,5A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
68,B15,NLW,RNLW - 119A,3A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
69,B15,NLW,RNLW - 119A,5A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
70,B15,NLW,RNLW - 120,3A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
71,B15,NLW,RNLW - 120,5A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
72,B15,NLW,RNLW - 121,3A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
73,B15,NLW,RNLW - 121,5A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
74,B15,NLW,RNLW - 121A,3A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
75,B15,NLW,RNLW - 121A,5A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
76,B15,NLW,RNLW - 122,3A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
77,B15,NLW,RNLW - 122,5A,,,,,,,,1,,,,1,,,,1,,,,1,,,,,4
78,B15,PB,PB - 101,3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
79,B15,PB,PB - 101,4A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
80,B15,PB,PB - 101,5A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
81,B15,PB,PB - 102,3A,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,66
82,B15,PB,PB - 102,4A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
83,B15,PB,PB - 102,5A,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,66
84,B15,PB,PB - 103,3A,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,88
85,B15,PB,PB - 103,4A,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,110
86,B15,PB,PB - 103,5A,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,44
87,B15,PB,PB - 104,3A,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,132
88,B15,PB,PB - 104,4A,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,110
89,B15,PB,PB - 104,5A,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,88
90,B15,PB,PB - 105,3A,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,66
91,B15,PB,PB - 105,4A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
92,B15,PB,PB - 105,5A,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,66
93,B15,PB,PB - 106,3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
94,B15,PB,PB - 106,4A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
95,B15,PB,PB - 106,5A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
96,B15,PB,PB - 107,5A,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,44
97,B15,PB,TRPB - 101,3A,,,,,,,,,,,,,,,,,,,,,,,,1,1
98,B15,PB,TRPB - 101,4A,,,,,,,,,,,,,,,,,,,,,,,,1,1
99,B15,PB,TRPB - 101,5A,,,,,,,,,,,,,,,,,,,,,,,,1,1
100,B15,PB,TRPB - 102,3A,,,,,,,,,,,,,,,,,,,,,,,,2,2
101,B15,PB,TRPB - 102,4A,,,,,,,,,,,,,,,,,,,,,,,,1,1
102,B15,PB,TRPB - 102,5A,,,,,,,,,,,,,,,,,,,,,,,,2,2
103,B15,PB,TRPB - 102A,3A,,,,,,,,,,,,,,,,,,,,,,,,1,1
104,B15,PB,TRPB - 102A,4A,,,,,,,,,,,,,,,,,,,,,,,,0,0
105,B15,PB,TRPB - 102A,5A,,,,,,,,,,,,,,,,,,,,,,,,1,1
106,B15,PB,TRPB - 103,3A,,,,,,,,,,,,,,,,,,,,,,,,4,4
107,B15,PB,TRPB - 103,4A,,,,,,,,,,,,,,,,,,,,,,,,5,5
108,B15,PB,TRPB - 103,5A,,,,,,,,,,,,,,,,,,,,,,,,2,2
109,B15,PB,TRPB - 104,3A,,,,,,,,,,,,,,,,,,,,,,,,6,6
110,B15,PB,TRPB - 104,4A,,,,,,,,,,,,,,,,,,,,,,,,5,5
111,B15,PB,TRPB - 104,5A,,,,,,,,,,,,,,,,,,,,,,,,4,4
112,B15,PB,TRPB - 105,3A,,,,,,,,,,,,,,,,,,,,,,,,2,2
113,B15,PB,TRPB - 105,4A,,,,,,,,,,,,,,,,,,,,,,,,1,1
114,B15,PB,TRPB - 105,5A,,,,,,,,,,,,,,,,,,,,,,,,2,2
115,B15,PB,TRPB - 105A,3A,,,,,,,,,,,,,,,,,,,,,,,,1,1
116,B15,PB,TRPB - 105A,4A,,,,,,,,,,,,,,,,,,,,,,,,0,0
117,B15,PB,TRPB - 105A,5A,,,,,,,,,,,,,,,,,,,,,,,,1,1
118,B15,PB,TRPB - 106,3A,,,,,,,,,,,,,,,,,,,,,,,,1,1
119,B15,PB,TRPB - 106,4A,,,,,,,,,,,,,,,,,,,,,,,,1,1
120,B15,PB,TRPB - 106,5A,,,,,,,,,,,,,,,,,,,,,,,,1,1
121,B15,PB,TRPB - 107,3A,,,,,,,,,,,,,,,,,,,,,,,,0,0
122,B15,PB,TRPB - 107,4A,,,,,,,,,,,,,,,,,,,,,,,,0,0
123,B15,PB,TRPB - 107,5A,,,,,,,,,,,,,,,,,,,,,,,,2,2
124,B15,PB,TRPB - 108,3A,,,,,,,,,,,,,,,,,,,,,,,,4,4
125,B15,PB,TRPB - 108,4A,,,,,,,,,,,,,,,,,,,,,,,,2,2
126,B15,PB,TRPB - 108,5A,,,,,,,,,,,,,,,,,,,,,,,,4,4
127,B15,PSS,TRPB - 108A,3A,,,,,,,,,,,,,,,,,,,,,,,,6,6
128,B15,PSS,TRPB - 108A,4A,,,,,,,,,,,,,,,,,,,,,,,,8,8
129,B15,PSS,TRPB - 108A,5A,,,,,,,,,,,,,,,,,,,,,,,,2,2
130,B15,PSS,TRPB - 108B,3A,,,,,,,,,,,,,,,,,,,,,,,,4,4
131,B15,PSS,TRPB - 108B,4A,,,,,,,,,,,,,,,,,,,,,,,,2,2
132,B15,PSS,TRPB - 108B,5A,,,,,,,,,,,,,,,,,,,,,,,,4,4
133,B15,PSS,PSS - 101,3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
134,B15,PSS,PSS - 101,4A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
135,B15,PSS,PSS - 101,5A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
136,B15,PSS,PSS - 101A,3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
137,B15,PSS,PSS - 101A,4A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
138,B15,PSS,PSS - 101A,5A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
139,B15,PSS,PSS - 102,3A,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,88
140,B15,PSS,PSS - 102,4A,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,110
141,B15,PSS,PSS - 102,5A,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,44
142,B15,PSS,PSS - 103,3A,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,132
143,B15,PSS,PSS - 103,4A,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,110
144,B15,PSS,PSS - 103,5A,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,88
145,B15,PSS,PSS - 104,3A,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,66
146,B15,PSS,PSS - 104,4A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
147,B15,PSS,PSS - 104,5A,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,66
148,B15,PSS,PSS - 104A,3A,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,66
149,B15,PSS,PSS - 104A,4A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
150,B15,PSS,PSS - 104A,5A,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,66
151,B15,PSS,PSS - 105,3A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
152,B15,PSS,PSS - 105,4A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
153,B15,PSS,PSS - 105,5A,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,44
154,B15,PSS,PSS - 108,3A,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46
155,B15,PSS,PSS - 117,3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
156,B15,PSS,PSS - 117,5A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
157,B15,PSS,PSS - 118,3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
158,B15,PSS,PSS - 118,5A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
159,B15,PSS,PSS - 119,3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
160,B15,PSS,PSS - 119,5A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22
161,B15,PSS,PSS - 120,3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
162,B15,PSS,PSS - 120,5A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
